times,supply,demand
2013-04-12,6.92917579094399,7.495191593400502
2013-04-13,6.963221186988707,7.524826195566657
2013-04-14,7.001376438104889,7.55673596472378
2013-04-15,7.043732197681238,7.590872084989502
2013-04-16,7.090379119106458,7.62718574048146
2013-04-17,7.141407855769249,7.665628115317286
2013-04-18,7.196909061058316,7.706150393614616
2013-04-19,7.256973388362358,7.748703759491078
2013-04-20,7.321691491070079,7.793239397064313
2013-04-21,7.391154022570182,7.839708490451952
2013-04-22,7.4654516362513705,7.888062223771629
2013-04-23,7.54467498550234,7.938251781140975
2013-04-24,7.628914723711802,7.99022834667763
2013-04-25,7.718261504268451,8.043943104499222
2013-04-26,7.812805980560994,8.09934723872339
2013-04-27,7.912638805978131,8.156391933467761
2013-04-28,8.017850633908564,8.215028372849975
2013-04-29,8.128532117740995,8.275207740987664
2013-04-30,8.244773910864131,8.33688122199846
2013-05-01,8.366666666666667,8.4
2013-05-02,8.49417764026912,8.464512779279165
2013-05-03,8.62678049371925,8.530358344799827
2013-05-04,8.763825490796616,8.597473001695109
2013-05-05,8.904662895280792,8.665793055098133
2013-05-06,9.048642970951343,8.735254810142017
2013-05-07,9.195115981587838,8.805794571959893
2013-05-08,9.343432190969844,8.87734864568487
2013-05-09,9.492941862876927,8.94985333645008
2013-05-10,9.642995261088656,9.02324494938864
2013-05-11,9.7929426493846,9.097459789633673
2013-05-12,9.942134291544322,9.1724341623183
2013-05-13,10.089920451347393,9.248104372575645
2013-05-14,10.235651392573377,9.324406725538827
2013-05-15,10.37867737900185,9.401277526340968
2013-05-16,10.51834867441237,9.478653080115189
2013-05-17,10.65401554258451,9.556469691994618
2013-05-18,10.785028247297834,9.634663667112372
2013-05-19,10.910737052331912,9.713171310601574
2013-05-20,11.030492221466309,9.791928927595341
2013-05-21,11.143644018480597,9.870872823226803
2013-05-22,11.249542707154337,9.949939302629078
2013-05-23,11.347538551267101,10.029064670935288
2013-05-24,11.436981814598457,10.108185233278553
2013-05-25,11.517222760927973,10.187237294791997
2013-05-26,11.587611654035213,10.26615716060874
2013-05-27,11.647498757699744,10.344881135861906
2013-05-28,11.69623433570114,10.423345525684615
2013-05-29,11.73316865181896,10.501486635209993
2013-05-30,11.757651969832779,10.579240769571156
2013-05-31,11.769034553522157,10.656544233901228
2013-06-01,11.766666666666667,10.73333333333333
2013-06-02,11.750143796393866,10.809541808538432
2013-06-03,11.720042323223264,10.885093142338867
2013-06-04,11.677183851022368,10.959908253094826
2013-06-05,11.622389983658675,11.033908059166492
2013-06-06,11.55648232499969,11.107013478914045
2013-06-07,11.480282478912917,11.179145430697673
2013-06-08,11.394612049265858,11.250224832877556
2013-06-09,11.300292639926008,11.320172603813882
2013-06-10,11.198145854760885,11.38890966186683
2013-06-11,11.088993297637977,11.456356925396587
2013-06-12,10.973656572424794,11.522435312763337
2013-06-13,10.852957282988834,11.587065742327267
2013-06-14,10.727717033197608,11.650169132448557
2013-06-15,10.598757426918606,11.711666401487394
2013-06-16,10.466900068019338,11.771478467803956
2013-06-17,10.33296656036731,11.829526249758432
2013-06-18,10.197778507830018,11.885730665711005
2013-06-19,10.062157514274963,11.94001263402186
2013-06-20,9.926925183569654,11.992293073051178
2013-06-21,9.79290311958159,12.042492901159148
2013-06-22,9.660912926178275,12.09053303670595
2013-06-23,9.531776207227209,12.136334398051766
2013-06-24,9.406314566595894,12.179817903556788
2013-06-25,9.285349608151838,12.220904471581195
2013-06-26,9.16970293576254,12.259515020485166
2013-06-27,9.0601961532955,12.29557046862889
2013-06-28,8.957650864618225,12.328991734372558
2013-06-29,8.862888673598214,12.35969973607634
2013-06-30,8.776731184102971,12.38761539210043
2013-07-01,8.699999999999998,12.412659620805009
2013-07-02,8.6333037038371,12.43475334055026
2013-07-03,8.576398792883289,12.45381746969637
2013-07-04,8.528828743087875,12.469772926603516
2013-07-05,8.490137030400168,12.482540629631893
2013-07-06,8.459867130769483,12.492041497141672
2013-07-07,8.437562520145132,12.49819644749305
2013-07-08,8.42276667447643,12.500926399046204
2013-07-09,8.415023069712685,12.500152270161315
2013-07-10,8.413875181803212,12.495794979198573
2013-07-11,8.418866486697322,12.48777544451816
2013-07-12,8.429540460344326,12.476014584480263
2013-07-13,8.445440578693539,12.460433317445059
2013-07-14,8.466110317694268,12.44095256177274
2013-07-15,8.491093153295834,12.417493235823484
2013-07-16,8.519932561447543,12.389976257957475
2013-07-17,8.552172018098709,12.3583225465349
2013-07-18,8.587354999198645,12.322453019915942
2013-07-19,8.625024980696658,12.282288596460782
2013-07-20,8.664725438542071,12.23775019452961
2013-07-21,8.705999848684183,12.188758732482604
2013-07-22,8.748391687072317,12.135235128679955
2013-07-23,8.791444429655778,12.077100301481842
2013-07-24,8.834701552383885,12.014275169248448
2013-07-25,8.877706531205947,11.946680650339962
2013-07-26,8.920002842071273,11.87423766311656
2013-07-27,8.96113396092918,11.796867125938434
2013-07-28,9.00064336372898,11.714489957165762
2013-07-29,9.038074526419983,11.62702707515873
2013-07-30,9.0729709249515,11.534399398277532
2013-07-31,9.104876035272847,11.436527844882333
2013-08-01,9.133333333333333,11.333333333333334
2013-08-02,9.158007765790273,11.22484321301112
2013-08-03,9.17905016213299,11.111510557377951
2013-08-04,9.196732822558795,10.99389487091649
2013-08-05,9.211328047265008,10.872555658109404
2013-08-06,9.223108136448955,10.74805242343936
2013-08-07,9.232345390307952,10.62094467138902
2013-08-08,9.239312109039316,10.491791906441057
2013-08-09,9.24428059284037,10.361153633078128
2013-08-10,9.247523141908434,10.229589355782908
2013-08-11,9.249312056440827,10.097658579038058
2013-08-12,9.24991963663486,9.96592080732624
2013-08-13,9.249618182687865,9.83493554513013
2013-08-14,9.248679994797152,9.705262296932386
2013-08-15,9.247377373160047,9.57746056721568
2013-08-16,9.245982617973864,9.452089860462673
2013-08-17,9.244768029435928,9.329709681156032
2013-08-18,9.244005907743551,9.210879533778426
2013-08-19,9.243968553094062,9.096158922812517
2013-08-20,9.244928265684774,8.986107352740975
2013-08-21,9.247157345713005,8.881284328046462
2013-08-22,9.250928093376078,8.782249353211645
2013-08-23,9.256512808871312,8.68956193271919
2013-08-24,9.264183792396024,8.603781571051766
2013-08-25,9.274213344147537,8.52546777269204
2013-08-26,9.286873764323166,8.45518004212267
2013-08-27,9.302437353120238,8.393477883826327
2013-08-28,9.321176410736065,8.340920802285678
2013-08-29,9.34336323736797,8.298068301983388
2013-08-30,9.369270133213268,8.265479887402126
2013-08-31,9.399169398469285,8.243715063024549
2013-09-01,9.433333333333334,8.233333333333334
2013-09-02,9.471929598556109,8.234703209130679
2013-09-03,9.514707297101772,8.247429226496946
2013-09-04,9.56131089248786,8.270924927832041
2013-09-05,9.61138484823191,8.30460385553586
2013-09-06,9.664573627851455,8.347879552008305
2013-09-07,9.720521694864031,8.400165559649277
2013-09-08,9.77887351278717,8.460875420858681
2013-09-09,9.839273545138413,8.529422678036411
2013-09-10,9.901366255435294,8.605220873582374
2013-09-11,9.964796107195344,8.687683549896466
2013-09-12,10.029207563936101,8.776224249378592
2013-09-13,10.0942450891751,8.87025651442865
2013-09-14,10.159553146429877,8.969193887446544
2013-09-15,10.224776199217965,9.072449910832171
2013-09-16,10.289558711056904,9.179438126985433
2013-09-17,10.353545145464228,9.289572078306232
2013-09-18,10.416379965957464,9.402265307194472
2013-09-19,10.477707636054154,9.516931356050048
2013-09-20,10.537172619271836,9.632983767272863
2013-09-21,10.594419379128043,9.749836083262823
2013-09-22,10.649092379140304,9.86690184641982
2013-09-23,10.700836082826164,9.98359459914376
2013-09-24,10.749294953703153,10.099327883834547
2013-09-25,10.794113455288807,10.213515242892074
2013-09-26,10.83493605110066,10.325570218716251
2013-09-27,10.871407204656249,10.434906353706971
2013-09-28,10.90317137947311,10.54093719026414
2013-09-29,10.929873039068775,10.643076270787653
2013-09-30,10.951156646960781,10.74073713767742
2013-10-01,10.966666666666669,10.833333333333334
2013-10-02,10.976145472042917,10.920392796254772
2013-10-03,10.97972707830185,11.001901049339018
2013-10-04,10.97764341099472,11.077958011582815
2013-10-05,10.970126395672802,11.148663601982921
2013-10-06,10.957407957887366,11.214117739536082
2013-10-07,10.939720023189674,11.27442034323905
2013-10-08,10.91729451713099,11.329671332088584
2013-10-09,10.890363365262584,11.379970625081427
2013-10-10,10.85915849313572,11.425418141214333
2013-10-11,10.823911826301668,11.466113799484061
2013-10-12,10.784855290311691,11.502157518887351
2013-10-13,10.742220810717061,11.533649218420964
2013-10-14,10.696240313069037,11.560688817081646
2013-10-15,10.64714572291889,11.58337623386615
2013-10-16,10.595168965817885,11.60181138777123
2013-10-17,10.54054196731729,11.616094197793636
2013-10-18,10.48349665296837,11.626324582930119
2013-10-19,10.424264948322396,11.632602462177433
2013-10-20,10.363078778930623,11.635027754532326
2013-10-21,10.300170070344333,11.633700378991557
2013-10-22,10.235770748114776,11.628720254551865
2013-10-23,10.17011273779323,11.620187300210013
2013-10-24,10.103427964930962,11.60820143496275
2013-10-25,10.035948355079233,11.592862577806825
2013-10-26,9.96790583378931,11.574270647738992
2013-10-27,9.899532326612464,11.552525563756
2013-10-28,9.831059759099954,11.527727244854606
2013-10-29,9.762720056803053,11.499975610031555
2013-10-30,9.694745145273025,11.469370578283604
2013-10-31,9.62736695006114,11.4360120686075
2013-11-01,9.560817396718658,11.4
2013-11-02,9.495328410796851,11.361438686596275
2013-11-03,9.43113191784698,11.320450023085197
2013-11-04,9.368459843420318,11.27716029929406
2013-11-05,9.307544113068127,11.231695805050153
2013-11-06,9.248616652341676,11.184182830180776
2013-11-07,9.19190938679223,11.134747664513212
2013-11-08,9.137654241971054,11.083516597874766
2013-11-09,9.086083143429418,11.030615920092721
2013-11-10,9.037428016718588,10.976171920994382
2013-11-11,8.991920787389828,10.920310890407027
2013-11-12,8.949793380994405,10.863159118157963
2013-11-13,8.91127772308359,10.804842894074477
2013-11-14,8.876605739208637,10.745488507983866
2013-11-15,8.846009354920831,10.685222249713416
2013-11-16,8.819720495771426,10.624170409090423
2013-11-17,8.797971087311689,10.562459275942185
2013-11-18,8.780993055092889,10.500215140095994
2013-11-19,8.769018324666293,10.437564291379136
2013-11-20,8.762278821583168,10.37463301961891
2013-11-21,8.761006471394778,10.311547614642613
2013-11-22,8.76543319965239,10.248434366277534
2013-11-23,8.775790931907274,10.18541956435096
2013-11-24,8.792311593710691,10.122629498690197
2013-11-25,8.81522711061391,10.060190459122527
2013-11-26,8.844769408168197,9.998228735475253
2013-11-27,8.88117041192482,9.93687061757566
2013-11-28,8.924662047435046,9.876242395251046
2013-11-29,8.975476240250142,9.816470358328703
2013-11-30,9.03384491592137,9.757680796635922
2013-12-01,9.1,9.699999999999998
2013-12-02,9.174009668851829,9.64352345878742
2013-12-03,9.255287102100796,9.588223465521452
2013-12-04,9.343081730185377,9.534041513264551
2013-12-05,9.43664298354403,9.480919095079175
2013-12-06,9.535220292615234,9.42879770402778
2013-12-07,9.638063087837455,9.377618833172829
2013-12-08,9.744420799649172,9.32732397557678
2013-12-09,9.853542858488845,9.277854624302087
2013-12-10,9.964678694794946,9.229152272411214
2013-12-11,10.07707773900595,9.181158412966617
2013-12-12,10.189989421560323,9.133814539030748
2013-12-13,10.302663172896542,9.08706214366608
2013-12-14,10.414348423453069,9.040842719935053
2013-12-15,10.524294603668377,8.995097760900139
2013-12-16,10.63175114398094,8.949768759623792
2013-12-17,10.735967474829222,8.90479720916847
2013-12-18,10.836193026651701,8.860124602596631
2013-12-19,10.931677229886839,8.815692432970735
2013-12-20,11.021669514973114,8.77144219335324
2013-12-21,11.10541931234899,8.727315376806603
2013-12-22,11.18217605245294,8.683253476393281
2013-12-23,11.251189165723437,8.639197985175736
2013-12-24,11.311708082598948,8.595090396216424
2013-12-25,11.362982233517945,8.550872202577805
2013-12-26,11.404261048918894,8.506484897322332
2013-12-27,11.43479395924027,8.461869973512472
2013-12-28,11.453830394920542,8.416968924210677
2013-12-29,11.460619786398183,8.371723242479408
2013-12-30,11.454411564111657,8.326074421381122
2013-12-31,11.434455158499441,8.279963953978278
2014-01-01,11.4,8.233333333333333
2014-01-02,11.350573721603133,8.186167334901617
2014-01-03,11.28681676650395,8.138623863709931
2014-01-04,11.20964778044888,8.090904107177955
2014-01-05,11.119985409184354,8.043209252725358
2014-01-06,11.018748298456805,7.9957404877718155
2014-01-07,10.906855094012666,7.948698999737001
2014-01-08,10.785224441598377,7.90228597604059
2014-01-09,10.654774986960359,7.856702604102255
2014-01-10,10.51642537584505,7.812150071341671
2014-01-11,10.371094253998884,7.7688295651785095
2014-01-12,10.219700267168292,7.726942273032451
2014-01-13,10.063162061099709,7.686689382323164
2014-01-14,9.902398281539563,7.648272080470322
2014-01-15,9.738327574234289,7.611891554893603
2014-01-16,9.57186858493032,7.577748993012677
2014-01-17,9.403939959374087,7.54604558224722
2014-01-18,9.23546034331203,7.516982510016908
2014-01-19,9.067348382490568,7.490760963741411
2014-01-20,8.900522722656147,7.467582130840408
2014-01-21,8.735902009555192,7.447647198733567
2014-01-22,8.57440488893414,7.4311573548405665
2014-01-23,8.416950006539421,7.41831378658108
2014-01-24,8.264456008117465,7.409317681374777
2014-01-25,8.11784153941471,7.40437022664134
2014-01-26,7.978025246177589,7.403672609800437
2014-01-27,7.845925774152528,7.4074260182717415
2014-01-28,7.722461769085964,7.415831639474931
2014-01-29,7.6085518767243325,7.429090660829678
2014-01-30,7.50511474281406,7.447404269755655
2014-01-31,7.413069013101583,7.470973653672539
2014-02-01,7.333333333333333,7.5
2014-02-02,7.266607918908881,7.534582223683241
2014-02-03,7.212719263840336,7.5744101497695375
2014-02-04,7.171275431792944,7.619071330831701
2014-02-05,7.141884486431959,7.6681533194425375
2014-02-06,7.124154491422622,7.721243668174852
2014-02-07,7.117693510430184,7.777929929601448
2014-02-08,7.122109607119895,7.837799656295138
2014-02-09,7.137010845156998,7.900440400828723
2014-02-10,7.1620052882067435,7.965439715775009
2014-02-11,7.196700999934379,8.032385153706803
2014-02-12,7.240706044005149,8.100864267196913
2014-02-13,7.293628484084306,8.170464608818142
2014-02-14,7.3550763838370985,8.2407737311433
2014-02-15,7.424657806928767,8.31137918674519
2014-02-16,7.501980817024568,8.381868528196618
2014-02-17,7.58665347778974,8.45182930807039
2014-02-18,7.67828385288954,8.520849078939316
2014-02-19,7.776480005989209,8.5885153933762
2014-02-20,7.880850000753998,8.654415803953842
2014-02-21,7.991001900849154,8.718137863245058
2014-02-22,8.106543769939925,8.779269123822647
2014-02-23,8.227083671691556,8.837397138259417
2014-02-24,8.352229669769299,8.892109459128177
2014-02-25,8.4815898278384,8.942993639001731
2014-02-26,8.614772209564107,8.989637230452884
2014-02-27,8.751384878611667,9.031627786054441
2014-02-28,8.891035898646326,9.068552858379212
2014-03-01,9.033333333333333,9.1
2014-03-02,9.177877902816952,9.125680710500514
2014-03-03,9.324240953157478,9.145802277508052
2014-03-04,9.471986486894227,9.160695935660819
2014-03-05,9.62067850656651,9.170692919597013
2014-03-06,9.769881014713642,9.176124463954842
2014-03-07,9.919158013874936,9.177321803372504
2014-03-08,10.068073506589702,9.174616172488196
2014-03-09,10.216191495397254,9.168338805940127
2014-03-10,10.363075982836907,9.158820938366498
2014-03-11,10.508290971447975,9.146393804405509
2014-03-12,10.651400463769766,9.13138863869536
2014-03-13,10.791968462341599,9.114136675874258
2014-03-14,10.929558969702782,9.094969150580399
2014-03-15,11.063735988392631,9.07421729745199
2014-03-16,11.194063520950456,9.05221235112723
2014-03-17,11.320105569915572,9.029285546244319
2014-03-18,11.441426137827296,9.00576811744146
2014-03-19,11.55758922722493,8.981991299356856
2014-03-20,11.668158840647799,8.958286326628713
2014-03-21,11.772698980635207,8.934984433895222
2014-03-22,11.870773649726468,8.912416855794595
2014-03-23,11.9619468504609,8.890914826965028
2014-03-24,12.045782585377813,8.870809582044725
2014-03-25,12.121844857016523,8.852432355671887
2014-03-26,12.189697667916336,8.836114382484716
2014-03-27,12.248905020616572,8.822186897121414
2014-03-28,12.29903091765654,8.810981134220183
2014-03-29,12.339639361575554,8.802828328419226
2014-03-30,12.370294354912925,8.798059714356741
2014-03-31,12.390559900207972,8.797006526670932
2014-04-01,12.400000000000002,8.8
2014-04-02,12.39835445349142,8.807285649523731
2014-04-03,12.386066246537002,8.818766112588238
2014-04-04,12.363754161654612,8.834258307081221
2014-04-05,12.332036981362108,8.853579150890374
2014-04-06,12.291533488177368,8.876545561903393
2014-04-07,12.24286246461824,8.902974458007979
2014-04-08,12.186642693202604,8.932682757091827
2014-04-09,12.123492956448315,8.965487377042633
2014-04-10,12.054032036873245,9.001205235748097
2014-04-11,11.978878716995245,9.039653251095912
2014-04-12,11.898651779332194,9.080648340973784
2014-04-13,11.813970006401952,9.124007423269397
2014-04-14,11.725452180722383,9.169547415870458
2014-04-15,11.633717084811348,9.217085236664657
2014-04-16,11.539383501186714,9.2664378035397
2014-04-17,11.443070212366347,9.317422034383277
2014-04-18,11.345396000868114,9.369854847083085
2014-04-19,11.246979649209871,9.423553159526824
2014-04-20,11.14843993990949,9.478333889602192
2014-04-21,11.050395655484836,9.534013955196885
2014-04-22,10.953465578453772,9.590410274198597
2014-04-23,10.858268491334155,9.64733976449503
2014-04-24,10.765423176643862,9.704619343973876
2014-04-25,10.675548416900751,9.762065930522835
2014-04-26,10.589262994622688,9.819496442029607
2014-04-27,10.507185692327536,9.876727796381882
2014-04-28,10.429935292533157,9.93357691146736
2014-04-29,10.35813057775742,9.989860705173745
2014-04-30,10.292390330518195,10.045396095388723
2014-05-01,10.233333333333333,10.1
2014-05-02,10.18143089009075,10.153520621341352
2014-05-03,10.136564390158531,10.205931299530912
2014-05-04,10.09846774427479,10.257236659132882
2014-05-05,10.066874863177663,10.30744132471148
2014-05-06,10.041519657605262,10.356549920830918
2014-05-07,10.022136038295722,10.404567072055405
2014-05-08,10.008457915987163,10.45149740294915
2014-05-09,10.00021920141771,10.497345538076365
2014-05-10,9.997153805325489,10.542116102001264
2014-05-11,9.998995638448624,10.585813719288058
2014-05-12,10.005478611525238,10.628443014500956
2014-05-13,10.016336635293452,10.670008612204175
2014-05-14,10.0313036204914,10.710515136961918
2014-05-15,10.050113477857199,10.749967213338401
2014-05-16,10.072500118128977,10.788369465897834
2014-05-17,10.09819745204486,10.82572651920443
2014-05-18,10.126939390342963,10.862042997822396
2014-05-19,10.158459843761422,10.897323526315954
2014-05-20,10.192492723038356,10.9315727292493
2014-05-21,10.228771938911889,10.96479523118666
2014-05-22,10.267031402120148,10.99699565669223
2014-05-23,10.307005023401256,11.028178630330236
2014-05-24,10.34842671349334,11.05834877666488
2014-05-25,10.391030383134522,11.08751072026038
2014-05-26,10.434549943062926,11.115669085680938
2014-05-27,10.478719304016675,11.142828497490777
2014-05-28,10.5232723767339,11.168993580254098
2014-05-29,10.567943071952717,11.19416895853512
2014-05-30,10.61246530041126,11.218359256898045
2014-05-31,10.656572972847647,11.241569099907093
2014-06-01,10.7,11.263803112126475
2014-06-02,10.742535854037863,11.285065918120399
2014-06-03,10.784192252856402,11.305362142453072
2014-06-04,10.825036475782207,11.324696409688716
2014-06-05,10.865135802141861,11.343073344391533
2014-06-06,10.90455751126195,11.36049757112574
2014-06-07,10.943368882469057,11.376973714455545
2014-06-08,10.981637195089771,11.392506398945159
2014-06-09,11.019429728450671,11.407100249158795
2014-06-10,11.056813761878352,11.420759889660667
2014-06-11,11.09385657469939,11.433489945014985
2014-06-12,11.130625446240373,11.445295039785954
2014-06-13,11.167187655827885,11.456179798537793
2014-06-14,11.203610482788514,11.466148845834706
2014-06-15,11.239961206448841,11.475206806240914
2014-06-16,11.276307106135452,11.483358304320621
2014-06-17,11.312715461174935,11.49060796463804
2014-06-18,11.349253550893872,11.496960411757378
2014-06-19,11.385988654618851,11.502420270242856
2014-06-20,11.42298805167645,11.506992164658678
2014-06-21,11.460319021393266,11.510680719569057
2014-06-22,11.498048843095876,11.513490559538207
2014-06-23,11.536244796110863,11.515426309130337
2014-06-24,11.57497415976482,11.516492592909657
2014-06-25,11.61430421338432,11.516694035440379
2014-06-26,11.654302236295962,11.516035261286714
2014-06-27,11.695035507826322,11.514520895012875
2014-06-28,11.73657130730199,11.512155561183071
2014-06-29,11.778976914049544,11.50894388436152
2014-06-30,11.822319607395576,11.504890489112423
2014-07-01,11.866666666666669,11.5
2014-07-02,11.912014656308779,11.494287388295954
2014-07-03,11.958077281245362,11.487809012101975
2014-07-04,12.00449753151924,11.480631576227264
2014-07-05,12.05091839717324,11.472821785480997
2014-07-06,12.096982868250183,11.464446344672378
2014-07-07,12.1423339347929,11.455571958610587
2014-07-08,12.186614586844213,11.446265332104822
2014-07-09,12.229467814446945,11.436593169964263
2014-07-10,12.270536607643928,11.426622176998107
2014-07-11,12.309463956477982,11.416419058015544
2014-07-12,12.345892850991932,11.406050517825758
2014-07-13,12.379466281228606,11.395583261237949
2014-07-14,12.40982723723082,11.385083993061297
2014-07-15,12.436618709041415,11.374619418104995
2014-07-16,12.459483686703203,11.364256241178236
2014-07-17,12.478065160259016,11.354061167090206
2014-07-18,12.492006119751675,11.344100900650101
2014-07-19,12.500949555224006,11.334442146667103
2014-07-20,12.50453845671884,11.32515160995041
2014-07-21,12.502415814278992,11.316295995309206
2014-07-22,12.494224617947292,11.307942007552679
2014-07-23,12.479607857766569,11.300156351490026
2014-07-24,12.458208523779643,11.293005731930434
2014-07-25,12.429669606029341,11.286556853683091
2014-07-26,12.393634094558484,11.280876421557188
2014-07-27,12.349744979409907,11.276031140361916
2014-07-28,12.297645250626427,11.272087714906467
2014-07-29,12.236977898250872,11.269112850000026
2014-07-30,12.167385912326065,11.267173250451783
2014-07-31,12.088512282894834,11.266335621070935
2014-08-01,12.0,11.266666666666664
2014-08-02,11.901705960542639,11.268203311242752
2014-08-03,11.794342688856808,11.270863355581305
2014-08-04,11.678836616134818,11.274534819659028
2014-08-05,11.556114173568966,11.279105723452615
2014-08-06,11.427101792351568,11.284464086938765
2014-08-07,11.292725903674922,11.290497930094178
2014-08-08,11.153912938731343,11.297095272895556
2014-08-09,11.011589328713127,11.304144135319593
2014-08-10,10.866681504812588,11.31153253734299
2014-08-11,10.720115898222026,11.31914849894244
2014-08-12,10.572818940133754,11.326880040094647
2014-08-13,10.425717061740077,11.334615180776312
2014-08-14,10.279736694233293,11.342241940964128
2014-08-15,10.135804268805717,11.349648340634797
2014-08-16,9.994846216649652,11.356722399765012
2014-08-17,9.857788968957406,11.363352138331477
2014-08-18,9.725558956921281,11.369425576310892
2014-08-19,9.599082611733587,11.37483073367995
2014-08-20,9.479286364586631,11.379455630415356
2014-08-21,9.367096646672715,11.383188286493803
2014-08-22,9.263439889184149,11.38591672189199
2014-08-23,9.169242523313237,11.387528956586616
2014-08-24,9.085430980252283,11.387913010554382
2014-08-25,9.012931691193598,11.386956903771987
2014-08-26,8.952671087329488,11.384548656216127
2014-08-27,8.905575599852256,11.380576287863502
2014-08-28,8.87257165995421,11.374927818690809
2014-08-29,8.854585698827655,11.367491268674746
2014-08-30,8.852544147664897,11.358154657792015
2014-08-31,8.867373437658243,11.34680600601931
2014-09-01,8.9,11.333333333333336
