,supply,demand
2013-05-16,322.9616110349955,306.62074994054575
2013-05-17,320.1424828083284,264.35769679737064
2013-05-18,321.84743253683587,288.98387923329005
2013-05-19,345.8401942255815,292.5229703523142
2013-05-20,309.1180968762127,287.6073638243405
2013-05-21,337.35273454979523,302.520369141748
2013-05-22,328.38361369733383,305.0587086602189
2013-05-23,349.5894754152738,288.1534493105893
2013-05-24,330.8436639313149,313.8547631197481
2013-05-25,344.279051607669,295.30386993579214
2013-05-26,353.23486658206093,308.92063546736944
2013-05-27,350.462591505765,324.87990747033143
2013-05-28,338.2170934285308,308.82619343272927
2013-05-29,358.58138362882966,293.28796242918975
2013-05-30,355.9400627576477,322.6210632836203
2013-05-31,352.59829131023236,319.3065611111909
2013-06-01,358.5431229413421,308.6588328866317
2013-06-02,358.75906471398304,318.53736533458516
2013-06-03,346.34261253447374,329.6847872830484
2013-06-04,358.9836189748169,337.2448312784932
2013-06-05,359.4097065503068,327.68813207831295
2013-06-06,335.8310732170901,329.85643409811206
2013-06-07,340.66195168394984,345.94876690431045
2013-06-08,365.36458259540467,345.0452148535187
2013-06-09,344.8886484249147,346.43723902134326
2013-06-10,329.1180246775231,344.496898705048
2013-06-11,329.320697643467,332.8322713908582
2013-06-12,326.525814507387,339.31128268561406
2013-06-13,313.6298296801626,364.4710952322068
2013-06-14,350.2393780030862,340.7705532222734
2013-06-15,315.8641692070827,351.6375247910634
2013-06-16,314.03932740586083,350.1600211309847
2013-06-17,316.4337593894717,356.0296046098766
2013-06-18,315.69786644698445,363.0430831151758
2013-06-19,313.01745146631646,380.38354075978344
2013-06-20,301.80366095190544,362.149500779305
2013-06-21,302.97877150442946,364.68798886020795
2013-06-22,276.0454873520678,370.6460043071145
2013-06-23,286.79880003312974,352.63920689160426
2013-06-24,276.7438709409555,367.9193352652726
2013-06-25,265.7150046395894,364.19802783318266
2013-06-26,287.6042019251072,351.73875919032366
2013-06-27,274.7370153930247,380.83613004709343
2013-06-28,259.2929524276785,355.20548570501285
2013-06-29,275.1491697425598,362.7819648204841
2013-06-30,257.22613524873526,369.26369208345733
2013-07-01,233.37156356595315,364.9237201377723
2013-07-02,241.6868431326746,380.1137172872618
2013-07-03,273.8658569142582,367.7473595861857
2013-07-04,264.296993140359,366.38172947713514
2013-07-05,256.3784550265554,363.39054936162444
2013-07-06,267.5867232754086,375.06599025873714
2013-07-07,261.5296759034993,363.6187799058644
2013-07-08,271.9896389927557,368.1985217537059
2013-07-09,254.25779616524798,376.91831882758134
2013-07-10,255.6464585687387,375.0077722306813
2013-07-11,252.36688312597732,371.4396456987915
2013-07-12,251.36781304989768,378.0636073660566
2013-07-13,251.6179839736782,371.3860625732474
2013-07-14,257.1372678338931,394.60519208032986
2013-07-15,256.20631596711735,371.940730812352
2013-07-16,275.0894487093275,357.55198075682915
2013-07-17,258.4290134773024,350.43539830812756
2013-07-18,239.59708554029189,364.25815674135225
2013-07-19,266.080588305284,369.53962948336846
2013-07-20,260.08261597383193,358.71356709451226
2013-07-21,250.12344995639626,342.8158781162811
2013-07-22,279.8495990587109,360.0717333750074
2013-07-23,276.95408350731566,361.2365000884412
2013-07-24,251.73391732366576,352.2557927718735
2013-07-25,255.43546804154175,344.4987347475118
2013-07-26,264.4177156460296,371.3617265462034
2013-07-27,282.782079934644,356.0939719543342
2013-07-28,284.0670376527101,362.56591831913397
2013-07-29,275.2288146363501,352.7971252732854
2013-07-30,268.049333923287,337.527756013304
2013-07-31,280.3679411304106,340.79589258354446
2013-08-01,283.8428071839662,345.1151330657208
2013-08-02,260.2967135962431,344.37799961489316
2013-08-03,269.77417436045226,316.6674235238371
2013-08-04,272.1068851958827,335.59302554492507
2013-08-05,274.3467646188007,323.7894371674404
2013-08-06,289.0776583219421,318.9030274687616
2013-08-07,273.8808302770869,326.9760309042789
2013-08-08,286.7142284090784,322.8200317268366
2013-08-09,270.10267392776655,311.5483458651044
2013-08-10,261.76052754932306,315.8534327477257
2013-08-11,274.6741713312129,307.51479684202286
2013-08-12,273.7303100663035,299.8307134000946
2013-08-13,280.0309224240926,303.5201187756395
2013-08-14,258.7891728176573,287.12354744729316
2013-08-15,282.2409879614185,289.1177291715897
2013-08-16,270.58984687371714,262.73111276034626
2013-08-17,281.5989849986992,268.82150784710217
2013-08-18,285.9908184214894,262.0314952004625
2013-08-19,277.4978155368964,285.5648515763792
2013-08-20,291.50686765352293,259.0355439285049
2013-08-21,287.96646258365433,279.52934410047527
2013-08-22,265.7242508342611,248.88492914226492
2013-08-23,272.7812799574723,257.7852547245603
2013-08-24,276.32510704465045,256.94423688579644
2013-08-25,272.31514205805155,264.198558809828
2013-08-26,270.33634583747886,245.50042100666522
2013-08-27,273.65530305141016,255.11565094296054
2013-08-28,291.7317619190357,241.25515516450378
2013-08-29,278.5053821570662,272.35332313331566
2013-08-30,275.64036604905687,243.17844750796738
2013-08-31,290.34691346961625,248.0777507569468
2013-09-01,303.8887655431014,257.99056117628425
2013-09-02,288.5450275007329,223.52632795734667
2013-09-03,289.52919983403444,224.8942144341105
2013-09-04,281.1092879639878,248.8734814746313
2013-09-05,287.9838319709068,228.27058365917236
2013-09-06,270.1407666157657,247.30389397873293
2013-09-07,289.4808536127275,245.72487750066438
2013-09-08,297.1454559846905,249.5980574960195
2013-09-09,298.6681619037062,254.12738776441154
2013-09-10,285.2727930870105,253.17567719965385
2013-09-11,281.2885165110348,268.8588632388679
2013-09-12,298.61448902435427,257.1328548577004
2013-09-13,311.39262345978585,289.5341325394285
2013-09-14,289.1830677930933,259.8165299297487
2013-09-15,309.01998339835546,286.6404224242619
2013-09-16,311.6460895676367,286.2777708842175
2013-09-17,307.24758754040676,288.69354923897276
2013-09-18,295.7354552757965,293.0206240321471
2013-09-19,306.44456776825984,285.16489066264836
2013-09-20,296.5454414516902,307.8213922538616
2013-09-21,319.82607166757685,291.25805944382796
2013-09-22,327.7322657642825,309.7182092726132
2013-09-23,307.8198678775884,312.13267216775193
2013-09-24,337.60856398504507,289.67634329765207
2013-09-25,306.1103473995257,310.17478180021106
2013-09-26,336.6676420731739,299.5065032020345
2013-09-27,328.6817344766491,313.11156071671365
2013-09-28,349.0259063440369,314.59176332321914
2013-09-29,330.17651355043927,318.76526804279615
2013-09-30,325.0598280672771,306.0480634353892
2013-10-01,344.4685836517693,327.6458076280301
2013-10-02,325.13178807244566,324.313864053145
2013-10-03,347.1084762556234,323.1805205914281
2013-10-04,316.36810253775536,320.17786396208413
2013-10-05,326.29183358123214,342.4340020040825
2013-10-06,340.98730910063756,328.48805936783583
2013-10-07,324.00851737578114,337.0021045512447
2013-10-08,318.4155794314414,338.4062799460649
2013-10-09,347.1468181338707,344.58884634016886
2013-10-10,322.0477836787573,348.06824247605044
2013-10-11,316.22505257000057,355.3384174215462
2013-10-12,319.1167636456575,340.70832586601364
2013-10-13,328.8122542342479,362.4247817454068
2013-10-14,326.1518889674928,339.979950013716
2013-10-15,325.780194026043,345.8328077407788
2013-10-16,315.7952363779114,360.95058831783456
2013-10-17,316.2328694733717,357.9916067638236
2013-10-18,309.95482023891356,362.14820573162143
2013-10-19,316.891274162867,351.84857313311517
2013-10-20,323.3613378796594,363.2509503059305
2013-10-21,324.99621146394577,329.2526935800495
2013-10-22,310.7639724631311,335.43527605570813
2013-10-23,325.6431378701568,348.0192863236339
2013-10-24,311.0640983215042,342.04033873734556
2013-10-25,294.02817829498485,375.24649480014637
2013-10-26,287.99479856412864,344.90299968173207
2013-10-27,301.79244418038655,350.9492568330525
2013-10-28,307.1721611732689,354.9865305384302
2013-10-29,296.93772673198447,333.25175501237175
2013-10-30,294.51513253452106,337.47453536961285
2013-10-31,292.1680614268567,341.3659221654083
2013-11-01,286.374079607313,338.34293198940077
2013-11-02,282.1554700656252,352.9474884332933
2013-11-03,283.1977648676327,342.98236655993855
2013-11-04,273.7705683039848,348.64802803832674
2013-11-05,274.6479702252188,327.0628694426936
2013-11-06,269.26179159341484,330.39570993220576
2013-11-07,286.2366821322322,350.3201449095894
2013-11-08,276.17123858650666,341.9432026641636
2013-11-09,284.735968193826,339.9506085989705
2013-11-10,260.11458948887173,331.7039952533717
2013-11-11,255.3830603272666,320.2439994769628
2013-11-12,264.4732157947813,310.6464663216467
2013-11-13,263.10596974567073,317.4152395760196
2013-11-14,264.74961753791064,314.08697622131893
2013-11-15,256.5628202881011,310.2037331968268
2013-11-16,261.5081342806172,311.0890642010822
2013-11-17,273.0281066618739,329.8492845020431
2013-11-18,260.4837618819877,306.35086959204557
2013-11-19,266.38333805596955,312.7102879400272
2013-11-20,259.44748550636166,315.6012612717003
2013-11-21,273.08805498526596,298.89306580171586
2013-11-22,243.2517240947645,291.03632183030004
2013-11-23,244.19034364569285,297.7491920787336
2013-11-24,263.7128147812292,310.6019111820775
2013-11-25,261.1323250232504,307.30527834922333
2013-11-26,261.12625225813315,309.72673383798093
2013-11-27,259.255606717047,307.788216490641
2013-11-28,239.77719920325515,309.2469621963656
2013-11-29,274.1877245653984,274.89316417627816
2013-11-30,283.5823798571812,315.2836116185131
2013-12-01,273.0045239658107,298.82111044765816
2013-12-02,273.21773602537394,299.6688058216728
2013-12-03,263.94838088062403,289.8953499777756
2013-12-04,270.6024060095432,293.7580233525293
2013-12-05,280.956481562405,292.2719473638498
2013-12-06,306.90635902165764,283.77315250397277
2013-12-07,272.8954897091929,281.3617009015092
2013-12-08,296.9661677038882,300.45784621186004
2013-12-09,307.3573632283779,274.5462982333393
2013-12-10,296.88841506197787,276.24418940112724
2013-12-11,309.84406392926337,260.4790430095869
2013-12-12,317.8899997050367,272.2363096500323
2013-12-13,300.8144291077635,261.0387660627215
2013-12-14,316.5012948003013,279.9972023344753
2013-12-15,324.5936261490538,266.7088609493781
2013-12-16,306.92633632895206,282.03424553818627
2013-12-17,322.0089325101421,288.1381310452031
2013-12-18,333.86024082537404,252.9133029208931
2013-12-19,326.61896786526404,272.3359646618826
2013-12-20,331.93998853317834,267.28087893066015
2013-12-21,336.772071030802,270.8673277660547
2013-12-22,344.702764075159,251.1573239398264
2013-12-23,354.1144526748775,248.39798801807538
2013-12-24,349.2057507395851,254.65035547224454
2013-12-25,343.05350239759457,265.7298811491654
2013-12-26,349.7251433943096,257.8904705553624
2013-12-27,336.89198642804894,253.81591180478276
2013-12-28,349.4369851020089,245.23234222595235
2013-12-29,338.58924661638395,261.5994965047196
2013-12-30,323.1969630641453,243.1024756041715
2013-12-31,345.79808108812017,261.65779847177544
2014-01-01,344.5847825761067,233.28574746377458
2014-01-02,353.69163369623885,265.06205032044437
2014-01-03,317.42331486792506,246.20600872546504
2014-01-04,340.36610731861754,254.33947999982186
2014-01-05,334.8112274763984,268.48884920725106
2014-01-06,319.52009180530393,233.94631984515445
2014-01-07,330.1304176399293,233.4330449791189
2014-01-08,313.5757160023782,236.12952557540387
2014-01-09,328.9160882859289,236.47761464415038
2014-01-10,334.75706969647007,242.1113231134354
2014-01-11,282.37663523713024,246.78273666755211
2014-01-12,305.3243639557627,227.05203025876446
2014-01-13,306.7737617999096,233.6623377646406
2014-01-14,297.0587811850116,219.84777244615083
2014-01-15,299.95714030419265,230.36678739924844
2014-01-16,279.2138959473626,230.67655399242255
2014-01-17,283.86458536736524,242.39249100565524
2014-01-18,257.26122210193387,219.91023423943875
2014-01-19,271.5844315015537,222.63017742586052
2014-01-20,274.8725408247416,227.37984965690302
2014-01-21,264.506159651317,201.24538657724327
2014-01-22,257.5991763680779,224.8070897760694
2014-01-23,246.0851678655763,220.85128811679672
2014-01-24,243.3952632108031,212.60196424054953
2014-01-25,254.152651344694,205.88470386413806
2014-01-26,241.20997378894447,234.3837258441984
2014-01-27,241.73663630713327,208.24030712362648
2014-01-28,238.04334725781447,212.88942967017712
2014-01-29,226.80104989133162,209.0462036405106
2014-01-30,226.11265888799383,226.21742450741718
2014-01-31,230.50606430263406,222.45792065411828
2014-02-01,240.02460476218417,231.48740671344623
2014-02-02,212.99698162050618,214.60688752153962
2014-02-03,205.7836597132237,221.63911147363135
2014-02-04,211.47282103290033,226.09881528974478
2014-02-05,218.9783864596845,239.5841177991509
2014-02-06,227.36431903514847,236.23735081503102
2014-02-07,211.13809572132323,252.25441103918357
2014-02-08,224.61879325499913,216.22775346626716
2014-02-09,199.2086262967028,225.5911926094121
2014-02-10,225.67771034258664,243.30410454967452
2014-02-11,211.50735529185505,240.89348819174282
2014-02-12,215.72608372057937,243.4975792889209
2014-02-13,224.55294819445345,244.44949213011105
2014-02-14,232.80587752253257,257.4783732231748
2014-02-15,217.6971206395632,240.04628467107165
2014-02-16,217.22257991444482,250.8358698650035
2014-02-17,209.7660127765384,246.74201531733894
2014-02-18,226.37188693998326,252.7736477600747
2014-02-19,228.98288876180686,246.65483577247824
2014-02-20,238.80590581679698,259.01904936305726
2014-02-21,250.38230121143152,277.6266765987783
2014-02-22,244.14532755958427,261.1480337740372
2014-02-23,264.4644134882795,274.6971638146372
2014-02-24,260.0390562006483,262.31228281524614
2014-02-25,262.60247233642576,283.7158676639301
2014-02-26,266.2368626464807,262.7964130097135
2014-02-27,270.9456863579542,263.87020861443204
2014-02-28,278.9261177422683,286.8047516140959
2014-03-01,272.23672492816644,280.0010726442327
2014-03-02,296.68067556955594,270.82791465561894
2014-03-03,268.82996667783203,275.5780977922807
2014-03-04,275.6899063086069,273.34034264504726
2014-03-05,284.1197229592592,254.34228543627916
2014-03-06,293.65235979194597,263.1922537953144
2014-03-07,291.64218801783016,269.0825854819211
2014-03-08,282.411516521941,271.08397119757456
2014-03-09,300.24054310607164,268.2444470985791
2014-03-10,295.1838902825442,291.8761709013579
2014-03-11,314.0466848027075,274.8294061220573
2014-03-12,318.83131889276547,277.9964338787241
2014-03-13,323.22733792431376,286.0673391763828
2014-03-14,310.7808591354536,258.74802952237303
2014-03-15,337.7049304680059,275.31607726130846
2014-03-16,334.3725830896503,275.07250374635765
2014-03-17,365.5034458960606,261.6887811520037
2014-03-18,341.46735770056796,270.85300809141984
2014-03-19,325.27002996623696,264.72486259104835
2014-03-20,361.25022499637043,288.13951168988524
2014-03-21,347.0096809424128,277.831994831643
2014-03-22,344.22008274006583,279.2008068766864
2014-03-23,341.8796857860339,269.8932971858623
2014-03-24,363.1037018415847,272.99043014357756
2014-03-25,347.57875150191245,274.3110526898061
2014-03-26,360.3650647559743,282.1650388088507
2014-03-27,371.4094195780908,267.5631296466523
2014-03-28,375.6629514360252,274.80094955429115
2014-03-29,371.05140886578647,272.1314917643437
2014-03-30,365.6828789207911,272.83773543294024
2014-03-31,362.4277591785834,258.3653980828334
2014-04-01,391.3812442095635,274.4529682912053
2014-04-02,373.37923472916793,267.4285684138907
2014-04-03,375.10853093205526,266.96344009782996
2014-04-04,382.20628024874355,274.89285251041326
2014-04-05,365.0509430901368,264.49274561276155
2014-04-06,355.94884565085334,271.8814486872533
2014-04-07,381.34608071693253,277.2723991104433
2014-04-08,377.15854253620563,283.843380049311
2014-04-09,362.4112948215806,262.09396195924614
2014-04-10,363.7048550692549,286.89234358448226
2014-04-11,356.99940237992234,277.3403630525117
2014-04-12,353.52044593689936,270.73474920142246
2014-04-13,352.0303386767627,285.0175657752522
2014-04-14,349.79649576745106,275.5321314640828
2014-04-15,364.44759790309496,273.3944306820482
2014-04-16,329.1758750435223,285.43514652706256
2014-04-17,348.39619658256316,274.4934867452061
2014-04-18,338.93180563373335,283.46898381118143
2014-04-19,330.9245631013325,275.0054906789598
2014-04-20,357.82284896659115,277.8153719680238
2014-04-21,345.9764319463578,286.7356947485985
2014-04-22,311.4467664096377,285.0894848587727
2014-04-23,326.84522520531783,279.88121925012746
2014-04-24,321.62482026566374,287.57634147495514
2014-04-25,320.23194369805583,298.4496073398139
2014-04-26,308.15932289248514,299.9397040902409
2014-04-27,324.38430253858184,294.35481914482665
2014-04-28,321.3549588119823,275.1474918021841
2014-04-29,308.7915273903569,294.47865417163814
2014-04-30,282.63169850650013,290.39085259386485
2014-05-01,304.05332568354726,298.4712804079793
2014-05-02,320.77785566262304,305.92455379961154
2014-05-03,305.3960889531337,298.307443732112
2014-05-04,303.15357834119476,280.25105722128103
2014-05-05,293.79075241622,300.5327151054116
2014-05-06,314.86615438439037,318.00210870541997
2014-05-07,310.3244085648437,303.23589218097277
2014-05-08,294.2942024540702,298.21309017840326
2014-05-09,304.20412095573977,305.77580761172
2014-05-10,300.17073840308393,308.9143956044691
2014-05-11,305.37161161281796,308.25092898941665
2014-05-12,307.6009217073998,325.4484709840073
2014-05-13,303.29723390381633,322.1453366224992
2014-05-14,287.18540607794284,308.63253526874644
2014-05-15,292.29982820391075,322.70564353667845
2014-05-16,298.240314701766,323.34076226276676
2014-05-17,310.5358556557949,342.6859563149152
2014-05-18,293.92888054702144,335.75249336874975
2014-05-19,313.9736316273129,326.3754121148411
2014-05-20,322.4327184290343,327.4709941054614
2014-05-21,320.9976706109035,330.32846174598365
2014-05-22,311.5422788881219,335.15391353351066
2014-05-23,306.68002739046113,332.91426933019903
2014-05-24,312.2320953805519,331.3502168156845
2014-05-25,305.2425852982421,340.67052710648125
2014-05-26,301.9596183775767,339.28144131938495
2014-05-27,318.56871598898374,341.39863898145177
2014-05-28,322.7108987030825,329.51803666736464
2014-05-29,305.2873337186729,340.2115638982498
2014-05-30,318.2634348170991,338.1657726239543
2014-05-31,354.5939192307721,336.90262021450263
2014-06-01,325.78868181398633,355.9065936140337
2014-06-02,341.7221769168755,338.76987264732975
2014-06-03,316.9511032934802,342.79184015839826
2014-06-04,324.42480459365527,337.78865590632995
2014-06-05,335.4896420814648,342.4318258766557
2014-06-06,329.46626682036595,348.1942597018515
2014-06-07,311.5556515462932,346.17457076293005
2014-06-08,338.0118437310925,354.8932032807008
2014-06-09,329.15715964767554,338.19618229259373
2014-06-10,312.23423865978,340.654891849287
2014-06-11,316.2480290069347,347.56711991540783
2014-06-12,337.3082036735471,342.77783327960606
2014-06-13,333.93953437857067,346.7676489937821
2014-06-14,311.18479727323376,349.96413115139325
2014-06-15,336.0777906882161,325.69164406650947
2014-06-16,352.51609821262196,355.5290678191217
2014-06-17,340.45513895043877,333.93129833799514
2014-06-18,323.3670649171155,338.05387700370716
2014-06-19,321.81943833798096,339.3616401050058
2014-06-20,334.8409402657644,350.1295529143917
2014-06-21,341.96092385295873,346.8442432580401
2014-06-22,351.73870037231285,343.9908905937882
2014-06-23,335.26813519002377,350.57319939552355
2014-06-24,359.93220806019247,337.09656513918696
2014-06-25,338.835870960141,347.36719202821695
2014-06-26,355.2892966656774,341.3152281930496
2014-06-27,353.6471712887387,346.50433400348635
2014-06-28,351.0396781784526,337.31175101675757
2014-06-29,355.99324369808295,336.14920979108973
2014-06-30,369.6818191905581,361.3306851498207
2014-07-01,367.3031834646746,342.2944664378234
2014-07-02,361.56884347994674,341.51908445177526
2014-07-03,336.01603087161936,344.04613624054986
2014-07-04,354.50049379492646,364.73253439977265
2014-07-05,341.52830142146746,346.07874725919254
2014-07-06,369.75755031519543,335.26972764762644
2014-07-07,367.50102915883787,359.72575611834895
2014-07-08,383.22459575051954,345.06041683002763
2014-07-09,344.49391908813607,335.3191554477249
2014-07-10,360.82379186399265,350.4079271993637
2014-07-11,363.4512268684483,326.0258608473416
2014-07-12,374.52767390340756,335.3537458042955
2014-07-13,372.01962141955335,337.718766624177
2014-07-14,390.8834605700809,342.741439439207
2014-07-15,371.97556522311237,345.7748018694789
2014-07-16,368.00378734780946,334.810857730989
2014-07-17,390.69278100035376,340.4165059240648
2014-07-18,375.7336487426341,342.2557398144778
2014-07-19,388.9396605766956,337.1417050699706
2014-07-20,370.1253295513986,341.4973582827615
2014-07-21,389.8276507356337,329.6715752432072
2014-07-22,362.5113080687812,340.9019982941887
2014-07-23,372.0923558002525,352.123264402494
2014-07-24,387.1532429203334,326.80393964409643
2014-07-25,370.75460690298735,355.39449131952347
2014-07-26,369.1347218676206,340.82687834849867
2014-07-27,366.9900968226728,342.19998952025935
2014-07-28,366.9341113976102,334.58056241940875
2014-07-29,361.3536672956228,338.35959402361533
2014-07-30,381.09163777590715,341.4688117672262
2014-07-31,377.392482449421,338.3560066693007
2014-08-01,368.83703598763833,342.16500119147173
2014-08-02,361.38572828914147,325.63656979142826
2014-08-03,356.00383579079096,339.3714520749882
2014-08-04,355.7456533912076,342.11724086865246
2014-08-05,356.5656537212503,357.8794476337411
2014-08-06,352.9297730005046,347.5165667851699
2014-08-07,336.03156439572905,352.4952166754161
2014-08-08,334.8237160275534,356.03372791910834
2014-08-09,331.1461891295801,343.7644465134223
2014-08-10,325.60589686924044,349.0322085943763
2014-08-11,325.33576439812407,341.0888524807545
2014-08-12,318.8177059161569,354.54239895016906
2014-08-13,294.55043849050503,350.4286677197646
2014-08-14,311.50927700314696,348.10518937878345
2014-08-15,299.64800585305386,329.4337783060968
2014-08-16,297.80668550971853,346.4013035337605
2014-08-17,294.21926740739156,361.8481938227889
2014-08-18,303.05446845409364,336.0067369828731
2014-08-19,275.9089820372149,337.9886534130395
2014-08-20,292.32876770789915,331.60390015429294
2014-08-21,294.7197360894939,350.6521493576708
2014-08-22,268.4301239439088,353.15945576559545
2014-08-23,281.2213538511188,343.74918386952714
2014-08-24,268.7575125209766,353.99385713331816
2014-08-25,284.5044644397356,341.6492107601213
2014-08-26,281.86875276107935,331.36103887138233
2014-08-27,269.44835976909593,349.98043824291676
2014-08-28,257.94784339935256,344.2689622177539
2014-08-29,277.5489970303397,348.4479403604306
2014-08-30,277.7766203044891,342.18689719396474
2014-08-31,269.63330331103566,345.8587838021509
2014-09-01,273.0019046910534,340.2836323976177
2014-09-02,254.6439666232278,330.7623321272935
